locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_00495	CDS	2934				hypothetical protein
ICLPPAIG_00496	CDS	1620	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
ICLPPAIG_00497	CDS	3717	smc_1			Chromosome partition protein Smc
ICLPPAIG_00498	CDS	156				hypothetical protein
ICLPPAIG_00499	CDS	183				hypothetical protein
ICLPPAIG_00500	CDS	2541				hypothetical protein
ICLPPAIG_00501	CDS	186				hypothetical protein
ICLPPAIG_00502	CDS	120				hypothetical protein
ICLPPAIG_00503	CDS	132				hypothetical protein
ICLPPAIG_00504	CDS	2160				hypothetical protein
ICLPPAIG_00505	CDS	3483				hypothetical protein
ICLPPAIG_00506	CDS	285				hypothetical protein
ICLPPAIG_00507	CDS	213				hypothetical protein
ICLPPAIG_00508	CDS	312				hypothetical protein
ICLPPAIG_00509	CDS	1068				hypothetical protein
ICLPPAIG_00510	CDS	204				hypothetical protein
ICLPPAIG_00511	CDS	687	mtnC_1	3.1.3.77		Enolase-phosphatase E1
ICLPPAIG_00512	CDS	222				hypothetical protein
ICLPPAIG_00513	CDS	2229				hypothetical protein
ICLPPAIG_00514	CDS	723	pth_1	3.1.1.29		Peptidyl-tRNA hydrolase
ICLPPAIG_00515	CDS	1233				hypothetical protein
ICLPPAIG_00516	CDS	2535				hypothetical protein
ICLPPAIG_00517	CDS	129				hypothetical protein
ICLPPAIG_00518	CDS	147				hypothetical protein
ICLPPAIG_00519	CDS	1173	mccA_1	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
ICLPPAIG_00520	CDS	1365				hypothetical protein
ICLPPAIG_00521	CDS	1299	coaW_1	2.7.1.33		Type II pantothenate kinase
ICLPPAIG_00522	CDS	663				hypothetical protein
ICLPPAIG_00523	CDS	2595				hypothetical protein
ICLPPAIG_00524	CDS	291				hypothetical protein
ICLPPAIG_00525	CDS	303				hypothetical protein
ICLPPAIG_00526	CDS	132				hypothetical protein
ICLPPAIG_00527	CDS	1821				hypothetical protein
ICLPPAIG_00528	CDS	249				hypothetical protein
ICLPPAIG_00529	CDS	681				hypothetical protein
ICLPPAIG_00530	CDS	138				hypothetical protein
ICLPPAIG_00531	CDS	1236				hypothetical protein
ICLPPAIG_00532	CDS	216				hypothetical protein
ICLPPAIG_00533	CDS	1236				hypothetical protein
ICLPPAIG_00534	CDS	168				hypothetical protein
ICLPPAIG_00535	CDS	393				hypothetical protein
ICLPPAIG_00536	CDS	1341				hypothetical protein
ICLPPAIG_00537	CDS	219				hypothetical protein
ICLPPAIG_00538	CDS	4686				hypothetical protein
ICLPPAIG_00539	CDS	723				hypothetical protein
ICLPPAIG_00540	CDS	1404				hypothetical protein
ICLPPAIG_00541	CDS	309				hypothetical protein
ICLPPAIG_00542	CDS	252				hypothetical protein
ICLPPAIG_00543	CDS	1545	amtB_1		COG0004	Ammonium transporter AmtB
ICLPPAIG_00544	CDS	231				hypothetical protein
ICLPPAIG_00545	CDS	306				hypothetical protein
ICLPPAIG_00546	CDS	2703				hypothetical protein
ICLPPAIG_00547	CDS	1404				hypothetical protein
ICLPPAIG_00548	CDS	1737				hypothetical protein
ICLPPAIG_00549	CDS	1680	atzE_1	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
ICLPPAIG_00550	CDS	123				hypothetical protein
ICLPPAIG_00551	CDS	249				hypothetical protein
ICLPPAIG_00552	CDS	156				hypothetical protein
ICLPPAIG_00553	CDS	1704				hypothetical protein
ICLPPAIG_00554	CDS	960	vldW_1	1.14.11.52		Validamycin A dioxygenase
ICLPPAIG_00555	CDS	1374	mdtL_1			Multidrug resistance protein MdtL
ICLPPAIG_00556	CDS	1707				hypothetical protein
ICLPPAIG_00557	CDS	195				hypothetical protein
ICLPPAIG_00558	CDS	1026				hypothetical protein
ICLPPAIG_00559	CDS	195				hypothetical protein
ICLPPAIG_00560	CDS	861	cloR_1	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
ICLPPAIG_00561	CDS	183				hypothetical protein
ICLPPAIG_00562	CDS	3321				hypothetical protein
ICLPPAIG_00563	CDS	243				hypothetical protein
ICLPPAIG_00564	CDS	162				hypothetical protein
ICLPPAIG_00565	CDS	207				hypothetical protein
ICLPPAIG_00566	CDS	225				hypothetical protein
ICLPPAIG_00567	CDS	606				hypothetical protein
ICLPPAIG_00568	CDS	267				hypothetical protein
ICLPPAIG_00569	CDS	228				hypothetical protein
ICLPPAIG_00570	CDS	252				hypothetical protein
ICLPPAIG_00571	CDS	9669				hypothetical protein
ICLPPAIG_00572	CDS	1212				hypothetical protein
ICLPPAIG_00573	CDS	240				hypothetical protein
ICLPPAIG_00574	CDS	189				hypothetical protein
ICLPPAIG_00575	CDS	225				hypothetical protein
ICLPPAIG_00576	CDS	249				hypothetical protein
ICLPPAIG_00577	CDS	219				hypothetical protein
ICLPPAIG_00578	CDS	243				hypothetical protein
ICLPPAIG_00579	CDS	195				hypothetical protein
ICLPPAIG_00580	CDS	201				hypothetical protein
ICLPPAIG_00581	CDS	189				hypothetical protein
ICLPPAIG_00582	CDS	363				hypothetical protein
ICLPPAIG_00583	CDS	126				hypothetical protein
ICLPPAIG_00584	CDS	279				hypothetical protein
ICLPPAIG_00585	CDS	132				hypothetical protein
ICLPPAIG_00586	CDS	234				hypothetical protein
ICLPPAIG_00587	CDS	246				hypothetical protein
ICLPPAIG_00588	CDS	252				hypothetical protein
ICLPPAIG_00589	CDS	300				hypothetical protein
ICLPPAIG_00590	CDS	177				hypothetical protein
ICLPPAIG_00591	CDS	183				hypothetical protein
ICLPPAIG_00592	CDS	279				hypothetical protein
ICLPPAIG_00593	CDS	240				hypothetical protein
ICLPPAIG_00594	CDS	3624				hypothetical protein
ICLPPAIG_00595	CDS	2829				hypothetical protein
ICLPPAIG_00596	CDS	234				hypothetical protein
ICLPPAIG_00597	CDS	138				hypothetical protein
ICLPPAIG_00598	CDS	1221				hypothetical protein
ICLPPAIG_00599	CDS	972				hypothetical protein
ICLPPAIG_00600	CDS	93				hypothetical protein
ICLPPAIG_00601	CDS	225				hypothetical protein
ICLPPAIG_00602	CDS	1650				hypothetical protein
ICLPPAIG_00603	CDS	306				hypothetical protein
ICLPPAIG_00604	CDS	447				hypothetical protein
ICLPPAIG_00605	CDS	207				hypothetical protein
ICLPPAIG_00606	rRNA	616				16S ribosomal RNA (partial)
ICLPPAIG_00607	rRNA	928				16S ribosomal RNA (partial)
ICLPPAIG_00608	rRNA	3182				23S ribosomal RNA
ICLPPAIG_00609	CDS	174				hypothetical protein
ICLPPAIG_00610	CDS	276				hypothetical protein
ICLPPAIG_00611	CDS	165				hypothetical protein
ICLPPAIG_00612	CDS	333				hypothetical protein
ICLPPAIG_00613	CDS	204				hypothetical protein
ICLPPAIG_00614	CDS	138				hypothetical protein
ICLPPAIG_00615	CDS	255				hypothetical protein
ICLPPAIG_00616	CDS	264				hypothetical protein
ICLPPAIG_00617	CDS	213				hypothetical protein
ICLPPAIG_00618	CDS	141				hypothetical protein
ICLPPAIG_00619	CDS	252				hypothetical protein
ICLPPAIG_00620	CDS	228				hypothetical protein
ICLPPAIG_00621	CDS	225				hypothetical protein
ICLPPAIG_00622	CDS	189				hypothetical protein
ICLPPAIG_00623	CDS	150				hypothetical protein
ICLPPAIG_00624	CDS	294				hypothetical protein
ICLPPAIG_00625	CDS	186				hypothetical protein
ICLPPAIG_00626	CDS	1317				hypothetical protein
ICLPPAIG_00627	CDS	744				hypothetical protein
ICLPPAIG_00628	CDS	225				hypothetical protein
ICLPPAIG_00629	CDS	285				hypothetical protein
ICLPPAIG_00630	CDS	120				hypothetical protein
ICLPPAIG_00631	CDS	174				hypothetical protein
ICLPPAIG_00632	CDS	270				hypothetical protein
ICLPPAIG_00633	CDS	939				hypothetical protein
ICLPPAIG_00634	CDS	207				hypothetical protein
ICLPPAIG_00635	CDS	435				hypothetical protein
ICLPPAIG_00636	CDS	126				hypothetical protein
ICLPPAIG_00637	CDS	429	rutC_1	3.5.-.-		3-aminoacrylate deaminase RutC
ICLPPAIG_00638	CDS	252				hypothetical protein
ICLPPAIG_00639	CDS	2745				hypothetical protein
ICLPPAIG_00640	CDS	117				hypothetical protein
ICLPPAIG_00641	CDS	111				hypothetical protein
ICLPPAIG_00642	CDS	4089				hypothetical protein
ICLPPAIG_00643	CDS	1953				hypothetical protein
ICLPPAIG_00644	CDS	1662				hypothetical protein
ICLPPAIG_00645	CDS	306				hypothetical protein
ICLPPAIG_00646	CDS	276				hypothetical protein
ICLPPAIG_00647	CDS	198				hypothetical protein
ICLPPAIG_00648	CDS	135				hypothetical protein
ICLPPAIG_00649	CDS	195				hypothetical protein
ICLPPAIG_00650	CDS	6156				hypothetical protein
ICLPPAIG_00651	CDS	1509				hypothetical protein
ICLPPAIG_00652	CDS	153				hypothetical protein
ICLPPAIG_00653	CDS	1905				hypothetical protein
ICLPPAIG_00654	CDS	1917				hypothetical protein
ICLPPAIG_00655	CDS	333				hypothetical protein
ICLPPAIG_00656	CDS	153				hypothetical protein
ICLPPAIG_00657	CDS	1944				hypothetical protein
ICLPPAIG_00658	CDS	789				hypothetical protein
ICLPPAIG_00659	CDS	192				hypothetical protein
ICLPPAIG_00660	CDS	1494				hypothetical protein
ICLPPAIG_00661	CDS	1326				hypothetical protein
ICLPPAIG_00662	CDS	831				hypothetical protein
ICLPPAIG_00663	CDS	1878				hypothetical protein
ICLPPAIG_00664	CDS	1671				hypothetical protein
ICLPPAIG_00665	CDS	2385				hypothetical protein
ICLPPAIG_00666	CDS	237				hypothetical protein
ICLPPAIG_00667	CDS	4275				hypothetical protein
ICLPPAIG_00668	tRNA	73				tRNA-Trp(cca)
ICLPPAIG_00669	CDS	1422	nuoD_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
ICLPPAIG_00670	CDS	180				hypothetical protein
ICLPPAIG_00671	CDS	891	dnaJ_1			Chaperone protein DnaJ
ICLPPAIG_00672	CDS	168				hypothetical protein
ICLPPAIG_00673	CDS	270				hypothetical protein
ICLPPAIG_00674	CDS	282				hypothetical protein
ICLPPAIG_00675	CDS	150				hypothetical protein
ICLPPAIG_00676	CDS	666				hypothetical protein
ICLPPAIG_00677	CDS	369				hypothetical protein
ICLPPAIG_00678	CDS	309				hypothetical protein
ICLPPAIG_00679	CDS	936				hypothetical protein
ICLPPAIG_00680	CDS	99				hypothetical protein
ICLPPAIG_00681	CDS	2436				hypothetical protein
ICLPPAIG_00682	CDS	162				hypothetical protein
ICLPPAIG_00683	CDS	906	rnhA_1	3.1.26.4		Ribonuclease H
ICLPPAIG_00684	CDS	273				hypothetical protein
ICLPPAIG_00685	CDS	2052	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_00686	CDS	231				hypothetical protein
ICLPPAIG_00687	CDS	342				hypothetical protein
ICLPPAIG_00688	CDS	4470				hypothetical protein
ICLPPAIG_00689	CDS	3948				hypothetical protein
ICLPPAIG_00690	CDS	618				hypothetical protein
ICLPPAIG_00691	CDS	249				hypothetical protein
ICLPPAIG_00692	CDS	606				hypothetical protein
ICLPPAIG_00693	CDS	201				hypothetical protein
ICLPPAIG_00694	CDS	2004				hypothetical protein
ICLPPAIG_00695	CDS	198				hypothetical protein
ICLPPAIG_00696	CDS	222				hypothetical protein
ICLPPAIG_00697	CDS	189				hypothetical protein
ICLPPAIG_00698	CDS	285				hypothetical protein
ICLPPAIG_00699	CDS	282				hypothetical protein
ICLPPAIG_00700	CDS	255				hypothetical protein
ICLPPAIG_00701	CDS	261				hypothetical protein
ICLPPAIG_00702	CDS	324				hypothetical protein
ICLPPAIG_00703	CDS	312				hypothetical protein
ICLPPAIG_00704	CDS	195				hypothetical protein
ICLPPAIG_00705	CDS	2133				hypothetical protein
ICLPPAIG_00706	CDS	2451				hypothetical protein
ICLPPAIG_00707	CDS	378				hypothetical protein
ICLPPAIG_00708	CDS	807				hypothetical protein
ICLPPAIG_00709	CDS	1092				hypothetical protein
ICLPPAIG_00710	CDS	984				hypothetical protein
ICLPPAIG_00711	CDS	2169				hypothetical protein
ICLPPAIG_00712	CDS	1506				hypothetical protein
ICLPPAIG_00713	CDS	1068				hypothetical protein
ICLPPAIG_00714	CDS	150				hypothetical protein
ICLPPAIG_00715	CDS	2112				hypothetical protein
ICLPPAIG_00716	CDS	1209				hypothetical protein
ICLPPAIG_00717	CDS	1251				hypothetical protein
ICLPPAIG_00718	CDS	234				hypothetical protein
ICLPPAIG_00719	CDS	1806				hypothetical protein
ICLPPAIG_00720	CDS	1467	bamA_1			Outer membrane protein assembly factor BamA
ICLPPAIG_00721	CDS	1032	coaBC_2	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
ICLPPAIG_00722	CDS	1017				hypothetical protein
ICLPPAIG_00723	CDS	228				hypothetical protein
ICLPPAIG_00724	CDS	357				hypothetical protein
ICLPPAIG_00725	CDS	246				hypothetical protein
ICLPPAIG_00726	CDS	1050				hypothetical protein
ICLPPAIG_00727	CDS	1323				hypothetical protein
ICLPPAIG_00728	CDS	381				hypothetical protein
ICLPPAIG_00729	CDS	1422				hypothetical protein
ICLPPAIG_00730	CDS	222				hypothetical protein
ICLPPAIG_00731	CDS	1845				hypothetical protein
ICLPPAIG_00732	CDS	3816				hypothetical protein
ICLPPAIG_00733	CDS	972				hypothetical protein
ICLPPAIG_00734	CDS	696	ycgM_1	5.3.2.2	COG0179	Oxaloacetate tautomerase YcgM
ICLPPAIG_00735	CDS	138				hypothetical protein
ICLPPAIG_00736	CDS	240				hypothetical protein
ICLPPAIG_00737	CDS	1158				hypothetical protein
ICLPPAIG_00738	CDS	3234				hypothetical protein
ICLPPAIG_00739	CDS	117				hypothetical protein
ICLPPAIG_00740	tRNA	92				tRNA-Arg(tcg)
ICLPPAIG_00741	CDS	123				hypothetical protein
ICLPPAIG_00742	tRNA	75				tRNA-Val(aac)
ICLPPAIG_00743	CDS	3036				hypothetical protein
ICLPPAIG_00744	CDS	3243	ileS2_1	6.1.1.5		Isoleucine--tRNA ligase 2
ICLPPAIG_00745	CDS	1425	tilS_1	6.3.4.19		tRNA(Ile)-lysidine synthase
ICLPPAIG_00746	CDS	114				hypothetical protein
ICLPPAIG_00747	CDS	228				hypothetical protein
ICLPPAIG_00748	CDS	4872				hypothetical protein
ICLPPAIG_00749	CDS	2403				hypothetical protein
ICLPPAIG_00750	CDS	120				hypothetical protein
ICLPPAIG_00751	CDS	183				hypothetical protein
ICLPPAIG_00752	CDS	150				hypothetical protein
ICLPPAIG_00753	CDS	201				hypothetical protein
ICLPPAIG_00754	CDS	147				hypothetical protein
ICLPPAIG_00755	tRNA	82				tRNA-Leu(caa)
ICLPPAIG_00756	tRNA	75				tRNA-Lys(ttt)
ICLPPAIG_00757	CDS	366				hypothetical protein
ICLPPAIG_00758	CDS	267				hypothetical protein
ICLPPAIG_00759	CDS	1584				hypothetical protein
ICLPPAIG_00760	CDS	2499				hypothetical protein
ICLPPAIG_00761	CDS	222				hypothetical protein
ICLPPAIG_00762	CDS	306				hypothetical protein
ICLPPAIG_00763	CDS	186				hypothetical protein
ICLPPAIG_00764	CDS	1038	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ICLPPAIG_00765	CDS	1869				hypothetical protein
ICLPPAIG_00766	CDS	261				hypothetical protein
ICLPPAIG_00767	CDS	216				hypothetical protein
ICLPPAIG_00768	CDS	1620				hypothetical protein
ICLPPAIG_00769	CDS	1266				hypothetical protein
ICLPPAIG_00770	CDS	819				hypothetical protein
ICLPPAIG_00771	CDS	717				hypothetical protein
ICLPPAIG_00772	CDS	204				hypothetical protein
ICLPPAIG_00773	CDS	639				hypothetical protein
ICLPPAIG_00774	CDS	432				hypothetical protein
ICLPPAIG_00775	CDS	93				hypothetical protein
ICLPPAIG_00776	CDS	1065				hypothetical protein
ICLPPAIG_00777	CDS	213				hypothetical protein
ICLPPAIG_00778	CDS	906	iscA_1			Iron-binding protein IscA
ICLPPAIG_00779	CDS	279				hypothetical protein
ICLPPAIG_00780	CDS	2112				hypothetical protein
ICLPPAIG_00781	CDS	192				hypothetical protein
ICLPPAIG_00782	CDS	216				hypothetical protein
ICLPPAIG_00783	CDS	2985				hypothetical protein
ICLPPAIG_00784	CDS	1860				hypothetical protein
ICLPPAIG_00785	CDS	138				hypothetical protein
ICLPPAIG_00786	CDS	270				hypothetical protein
ICLPPAIG_00787	CDS	1212	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
ICLPPAIG_00788	CDS	168				hypothetical protein
ICLPPAIG_00789	CDS	729				hypothetical protein
ICLPPAIG_00790	CDS	96				hypothetical protein
ICLPPAIG_00791	CDS	159				hypothetical protein
ICLPPAIG_00792	CDS	369				hypothetical protein
ICLPPAIG_00793	CDS	180				hypothetical protein
ICLPPAIG_00794	CDS	114				hypothetical protein
ICLPPAIG_00795	CDS	1320				hypothetical protein
ICLPPAIG_00796	CDS	228				hypothetical protein
ICLPPAIG_00797	CDS	219				hypothetical protein
ICLPPAIG_00798	CDS	765				hypothetical protein
ICLPPAIG_00799	CDS	195				hypothetical protein
ICLPPAIG_00800	CDS	744				hypothetical protein
ICLPPAIG_00801	CDS	177				hypothetical protein
ICLPPAIG_00802	CDS	171				hypothetical protein
ICLPPAIG_00803	CDS	126				hypothetical protein
ICLPPAIG_00804	CDS	1779				hypothetical protein
ICLPPAIG_00805	CDS	270				hypothetical protein
ICLPPAIG_00806	CDS	846				hypothetical protein
ICLPPAIG_00807	CDS	1284				hypothetical protein
ICLPPAIG_00808	CDS	279				hypothetical protein
ICLPPAIG_00809	CDS	159				hypothetical protein
ICLPPAIG_00810	CDS	246				hypothetical protein
ICLPPAIG_00811	CDS	1653				hypothetical protein
ICLPPAIG_00812	CDS	270				hypothetical protein
ICLPPAIG_00813	CDS	225				hypothetical protein
ICLPPAIG_00814	CDS	204				hypothetical protein
ICLPPAIG_00815	CDS	1668				hypothetical protein
ICLPPAIG_00816	CDS	390				hypothetical protein
ICLPPAIG_00817	CDS	1377	dadA_1	1.4.99.-		D-amino acid dehydrogenase
ICLPPAIG_00818	CDS	927				hypothetical protein
ICLPPAIG_00819	CDS	294				hypothetical protein
ICLPPAIG_00820	CDS	1395	apeB_1	3.4.11.-		putative M18 family aminopeptidase 2
ICLPPAIG_00821	CDS	1347				hypothetical protein
ICLPPAIG_00822	CDS	252				hypothetical protein
ICLPPAIG_00823	CDS	300				hypothetical protein
ICLPPAIG_00824	CDS	1455				hypothetical protein
ICLPPAIG_00825	CDS	642				hypothetical protein
ICLPPAIG_00826	CDS	2073				hypothetical protein
ICLPPAIG_00827	CDS	138				hypothetical protein
ICLPPAIG_00828	CDS	1788				hypothetical protein
ICLPPAIG_00829	CDS	171				hypothetical protein
ICLPPAIG_00830	tRNA	71				tRNA-Gly(gcc)
ICLPPAIG_00831	CDS	165				hypothetical protein
ICLPPAIG_00832	CDS	2007				hypothetical protein
ICLPPAIG_00833	CDS	642				hypothetical protein
ICLPPAIG_00834	CDS	135				hypothetical protein
ICLPPAIG_00835	CDS	141				hypothetical protein
ICLPPAIG_00836	CDS	246				hypothetical protein
ICLPPAIG_00837	CDS	123				hypothetical protein
ICLPPAIG_00838	CDS	1398				hypothetical protein
ICLPPAIG_00839	CDS	498	dtd_1	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ICLPPAIG_00840	CDS	213				hypothetical protein
ICLPPAIG_00841	CDS	1437				hypothetical protein
ICLPPAIG_00842	CDS	813				hypothetical protein
ICLPPAIG_00843	CDS	1533				hypothetical protein
ICLPPAIG_00844	CDS	750				hypothetical protein
ICLPPAIG_00845	CDS	162				hypothetical protein
ICLPPAIG_00846	CDS	1638				hypothetical protein
ICLPPAIG_00847	CDS	663				hypothetical protein
ICLPPAIG_00848	CDS	240				hypothetical protein
ICLPPAIG_00849	CDS	894				hypothetical protein
ICLPPAIG_00850	CDS	1317	speB_1	3.5.3.11		Agmatinase
ICLPPAIG_00851	CDS	177				hypothetical protein
ICLPPAIG_00852	CDS	570				hypothetical protein
ICLPPAIG_00853	CDS	237				hypothetical protein
ICLPPAIG_00854	CDS	1740				hypothetical protein
ICLPPAIG_00855	CDS	147				hypothetical protein
ICLPPAIG_00856	CDS	117				hypothetical protein
ICLPPAIG_00857	CDS	2142				hypothetical protein
ICLPPAIG_00858	CDS	1641	gatA_1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
ICLPPAIG_00859	CDS	1533				hypothetical protein
ICLPPAIG_00860	CDS	2535	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
ICLPPAIG_00861	CDS	1299				hypothetical protein
ICLPPAIG_00862	CDS	1764				hypothetical protein
ICLPPAIG_00863	CDS	147				hypothetical protein
ICLPPAIG_00864	CDS	237				hypothetical protein
ICLPPAIG_00865	CDS	1734	lldD_1	1.1.-.-		L-lactate dehydrogenase
ICLPPAIG_00866	CDS	372				hypothetical protein
ICLPPAIG_00867	CDS	4584				hypothetical protein
ICLPPAIG_00868	CDS	345	bolA_1		COG0271	DNA-binding transcriptional regulator BolA
ICLPPAIG_00869	CDS	201				hypothetical protein
ICLPPAIG_00870	CDS	546				hypothetical protein
ICLPPAIG_00871	CDS	144				hypothetical protein
ICLPPAIG_00872	CDS	849				hypothetical protein
ICLPPAIG_00873	CDS	126				hypothetical protein
ICLPPAIG_00874	CDS	1356	atzA_1	3.8.1.8		Atrazine chlorohydrolase
ICLPPAIG_00875	CDS	219				hypothetical protein
ICLPPAIG_00876	CDS	2496				hypothetical protein
ICLPPAIG_00877	CDS	282				hypothetical protein
ICLPPAIG_00878	CDS	129				hypothetical protein
ICLPPAIG_00879	CDS	258				hypothetical protein
ICLPPAIG_00880	CDS	2301				hypothetical protein
ICLPPAIG_00881	CDS	282				hypothetical protein
ICLPPAIG_00882	CDS	213				Soluble cytochrome b558
ICLPPAIG_00883	CDS	603	yqgN_1		COG0212	putative protein YqgN
ICLPPAIG_00884	CDS	1446				hypothetical protein
ICLPPAIG_00885	CDS	927				hypothetical protein
ICLPPAIG_00886	CDS	306				hypothetical protein
ICLPPAIG_00887	CDS	348				hypothetical protein
ICLPPAIG_00888	CDS	126				hypothetical protein
ICLPPAIG_00889	CDS	1152				hypothetical protein
ICLPPAIG_00890	CDS	1503				hypothetical protein
ICLPPAIG_00891	CDS	855	ppa_1	3.6.1.1		Inorganic pyrophosphatase
ICLPPAIG_00892	CDS	954	top6A_1	5.6.2.2		Type 2 DNA topoisomerase 6 subunit A
ICLPPAIG_00893	CDS	228				hypothetical protein
ICLPPAIG_00894	CDS	585				hypothetical protein
ICLPPAIG_00895	CDS	390				hypothetical protein
ICLPPAIG_00896	CDS	306				hypothetical protein
ICLPPAIG_00897	CDS	2697				hypothetical protein
ICLPPAIG_00898	CDS	1491	nanT_1			Sialic acid transporter NanT
ICLPPAIG_00899	CDS	153				hypothetical protein
ICLPPAIG_00900	CDS	219				hypothetical protein
ICLPPAIG_00901	CDS	1716	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
ICLPPAIG_00902	CDS	195				hypothetical protein
ICLPPAIG_00903	CDS	3099				hypothetical protein
ICLPPAIG_00904	CDS	141				hypothetical protein
ICLPPAIG_00905	CDS	717				hypothetical protein
ICLPPAIG_00906	CDS	2037				hypothetical protein
